record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award,kda_ratio,kill_death_diff,is_mvp
198,29,team alpha,entry fragger,dust arena,qualifier,18.0,5.0,7.0,42.02,168.78,0.88,46.21,0.81,win,no,3.2857142857142856,11.0,0
199,227,titan esports,flex,neon city,playoff,13.0,6.0,12.0,44.5,164.48,0.3,39.25,0.76,win,no,1.5833333333333333,1.0,0
200,298,phantom squad,igl,neon city,semi-final,10.0,12.0,5.0,60.9,189.16,0.98,47.65,0.97,win,no,4.4,5.0,0
201,176,team nova,entry fragger,skyline,semi-final,11.0,6.0,11.0,44.47,233.52,0.35,35.73,0.82,win,no,1.5454545454545454,0.0,0
202,227,team alpha,entry fragger,skyline,final,11.0,10.0,5.0,60.1,257.01,0.22,54.85,1.0,win,no,4.2,6.0,0
203,399,titan esports,entry fragger,dust arena,playoff,14.0,9.0,10.0,48.63,190.53,0.97,41.61,1.0,win,no,2.3,4.0,0
204,462,red vortex,entry fragger,frozen base,group stage,8.0,7.0,11.0,48.99,206.04,0.35,33.0,0.8,win,no,1.3636363636363635,-3.0,0
205,54,cyberx,entry fragger,skyline,playoff,14.0,6.0,9.0,46.22,250.54,0.23,45.81,1.0,win,no,2.2222222222222223,5.0,0
206,157,phantom squad,support,dust arena,playoff,24.0,16.0,9.0,45.15,239.64,0.48,72.78,1.0,win,yes,4.444444444444445,15.0,1
207,45,cyberx,igl,skyline,semi-final,15.0,4.0,9.0,55.46,184.64,0.81,44.63,0.93,win,no,2.111111111111111,6.0,0
208,98,red vortex,support,frozen base,group stage,19.0,7.0,11.0,49.64,233.52,0.42,54.62,0.86,win,no,2.3636363636363638,8.0,0
209,112,titan esports,sniper,frozen base,group stage,10.0,6.0,12.0,41.13,201.63,0.02,34.36,0.81,win,no,1.3333333333333333,-2.0,0
210,451,phantom squad,support,skyline,semi-final,14.0,3.0,11.0,40.94,199.7,0.04,40.07,1.0,win,no,1.5454545454545454,3.0,0
211,275,titan esports,entry fragger,skyline,semi-final,16.0,8.0,9.0,40.27,239.65,0.23,48.84,0.98,win,no,2.6666666666666665,7.0,0
212,315,team alpha,entry fragger,dust arena,playoff,13.0,4.0,9.0,37.83,240.19,0.16,38.31,0.65,win,no,1.8888888888888888,4.0,0
213,477,team alpha,entry fragger,dust arena,group stage,16.0,7.0,12.0,34.46,243.28,0.89,35.33,0.82,win,no,1.9166666666666667,4.0,0
214,385,red vortex,flex,desert storm,qualifier,12.0,10.0,12.0,49.88,207.71,0.47,42.24,0.99,win,no,1.8333333333333333,0.0,0
215,135,red vortex,entry fragger,skyline,final,16.0,10.0,13.0,37.38,199.69,0.77,39.99,0.96,win,no,2.0,3.0,0
216,56,red vortex,sniper,dust arena,playoff,9.0,13.0,7.0,41.83,195.75,0.06,44.31,1.0,win,no,3.142857142857143,2.0,0
217,371,titan esports,flex,desert storm,playoff,10.0,8.0,5.0,45.61,211.82,0.43,41.51,0.79,win,no,3.6,5.0,0
218,339,phantom squad,sniper,neon city,group stage,12.0,7.0,11.0,46.52,214.82,0.14,41.86,1.0,win,no,1.7272727272727273,1.0,0
219,374,phantom squad,entry fragger,neon city,semi-final,18.0,8.0,8.0,54.49,263.09,0.59,57.35,1.0,win,no,3.25,10.0,0
220,271,phantom squad,flex,neon city,final,16.0,6.0,12.0,35.04,192.51,0.25,41.02,1.0,win,no,1.8333333333333333,4.0,0
221,100,team alpha,igl,desert storm,qualifier,16.0,6.0,8.0,56.35,145.37,0.87,49.47,0.94,win,no,2.75,8.0,0
222,351,cyberx,flex,skyline,final,13.0,9.0,14.0,53.12,242.35,0.19,45.66,1.0,win,no,1.5714285714285714,-1.0,0
223,395,red vortex,igl,frozen base,qualifier,14.0,7.0,5.0,46.57,192.88,0.54,47.88,1.0,win,no,4.2,9.0,0
224,203,titan esports,support,frozen base,semi-final,19.0,12.0,12.0,34.84,241.18,0.02,55.22,1.0,win,no,2.5833333333333335,7.0,0
225,194,team alpha,flex,skyline,qualifier,13.0,10.0,9.0,45.63,156.14,0.16,48.21,0.78,win,no,2.5555555555555554,4.0,0
226,99,cyberx,sniper,frozen base,final,14.0,11.0,10.0,39.51,166.1,0.34,45.35,1.0,win,no,2.5,4.0,0
227,389,red vortex,sniper,dust arena,final,10.0,7.0,8.0,38.47,222.34,0.57,32.53,0.8,win,no,2.125,2.0,0
228,220,team alpha,support,dust arena,playoff,12.0,8.0,10.0,51.43,234.74,0.28,44.92,1.0,win,no,2.0,2.0,0
229,23,cyberx,igl,neon city,semi-final,23.0,9.0,10.0,40.28,245.33,0.13,63.84,1.0,win,yes,3.2,13.0,1
230,487,titan esports,support,frozen base,playoff,14.0,9.0,13.0,38.34,233.33,0.78,35.37,0.96,win,no,1.7692307692307692,1.0,0
231,469,titan esports,igl,neon city,final,16.0,7.0,11.0,32.64,223.97,0.67,37.62,0.87,win,no,2.090909090909091,5.0,0
232,297,cyberx,flex,dust arena,playoff,10.0,6.0,14.0,38.56,198.17,0.07,30.58,0.81,win,no,1.1428571428571428,-4.0,0
233,478,titan esports,sniper,desert storm,qualifier,16.0,5.0,7.0,41.71,223.96,0.95,41.36,0.86,win,no,3.0,9.0,0
234,248,red vortex,support,frozen base,final,8.0,8.0,9.0,51.57,254.61,0.41,36.68,1.0,win,no,1.7777777777777777,-1.0,0
235,155,phantom squad,entry fragger,neon city,final,15.0,3.0,17.0,37.67,254.03,0.39,30.94,0.78,win,no,1.0588235294117647,-2.0,0
236,236,titan esports,flex,skyline,final,11.0,9.0,7.0,43.29,229.69,0.18,43.84,0.93,win,no,2.857142857142857,4.0,0
237,420,titan esports,support,desert storm,group stage,19.0,9.0,10.0,46.26,220.19,0.14,58.73,0.99,win,no,2.8,9.0,0
238,249,cyberx,entry fragger,dust arena,playoff,10.0,12.0,10.0,58.03,178.09,0.74,43.62,0.97,win,no,2.2,0.0,0
239,342,team nova,igl,frozen base,qualifier,18.0,9.0,11.0,30.28,219.03,0.73,41.84,0.92,win,no,2.4545454545454546,7.0,0
240,9,titan esports,support,frozen base,semi-final,23.0,8.0,14.0,42.12,226.73,0.81,52.96,1.0,win,no,2.2142857142857144,9.0,0
241,415,red vortex,support,skyline,qualifier,14.0,7.0,11.0,39.2,226.0,0.09,42.7,0.93,win,no,1.9090909090909092,3.0,0
242,238,titan esports,sniper,frozen base,qualifier,11.0,7.0,10.0,34.65,257.78,0.93,27.03,0.88,win,no,1.8,1.0,0
243,489,team nova,flex,desert storm,semi-final,6.0,9.0,8.0,49.48,225.63,0.3,34.74,0.92,win,no,1.875,-2.0,0
244,259,red vortex,support,frozen base,playoff,14.0,10.0,8.0,50.88,223.28,0.37,51.74,1.0,win,no,3.0,6.0,0
245,227,cyberx,flex,desert storm,semi-final,20.0,6.0,8.0,41.98,241.52,0.86,50.39,1.0,win,no,3.25,12.0,0
246,396,red vortex,entry fragger,frozen base,semi-final,10.0,10.0,17.0,49.41,256.09,0.81,29.6,0.87,win,no,1.1764705882352942,-7.0,0
247,36,team alpha,support,neon city,group stage,23.0,8.0,12.0,42.19,251.5,0.17,61.39,1.0,win,yes,2.5833333333333335,11.0,1
248,109,team nova,sniper,dust arena,playoff,11.0,13.0,9.0,54.83,251.96,0.27,50.71,1.0,win,no,2.6666666666666665,2.0,0
249,57,cyberx,flex,dust arena,final,12.0,3.0,9.0,23.22,248.28,0.88,20.81,1.0,win,no,1.6666666666666667,3.0,0
250,125,team alpha,entry fragger,neon city,final,12.0,10.0,13.0,63.46,246.9,1.0,42.73,0.76,win,no,1.6923076923076923,-1.0,0
251,435,titan esports,support,neon city,playoff,14.0,5.0,12.0,47.57,225.04,0.43,40.48,0.91,win,no,1.5833333333333333,2.0,0
252,379,titan esports,support,desert storm,qualifier,13.0,6.0,7.0,36.67,257.59,0.34,39.94,0.85,win,no,2.7142857142857144,6.0,0
253,454,titan esports,entry fragger,neon city,final,14.0,10.0,14.0,37.2,259.11,0.01,42.5,0.78,win,no,1.7142857142857142,0.0,0
254,159,cyberx,flex,frozen base,group stage,19.0,2.0,7.0,40.86,166.87,0.42,49.23,1.0,win,no,3.0,12.0,0
255,81,team alpha,flex,neon city,playoff,13.0,6.0,8.0,48.71,203.48,0.12,47.16,0.88,win,no,2.375,5.0,0
256,73,phantom squad,flex,desert storm,qualifier,11.0,7.0,10.0,47.56,200.82,0.29,39.88,0.81,win,no,1.8,1.0,0
257,11,red vortex,flex,neon city,playoff,13.0,9.0,10.0,34.88,166.21,0.04,42.04,0.91,win,no,2.2,3.0,0
258,336,cyberx,sniper,desert storm,qualifier,6.0,9.0,7.0,48.3,228.37,0.81,30.05,0.89,win,no,2.142857142857143,-1.0,0
259,347,phantom squad,sniper,neon city,playoff,8.0,7.0,7.0,52.83,178.85,0.6,36.41,0.77,win,no,2.142857142857143,1.0,0
260,177,team nova,igl,desert storm,playoff,19.0,7.0,12.0,56.24,224.28,0.24,58.72,1.0,win,no,2.1666666666666665,7.0,0
261,197,red vortex,support,dust arena,qualifier,14.0,4.0,10.0,48.78,213.6,0.16,44.79,0.98,win,no,1.8,4.0,0
262,256,red vortex,entry fragger,desert storm,group stage,20.0,10.0,14.0,58.23,212.79,0.23,62.81,0.96,win,yes,2.142857142857143,6.0,1
263,265,phantom squad,igl,neon city,qualifier,14.0,16.0,14.0,44.0,202.93,0.67,45.3,1.0,win,no,2.142857142857143,0.0,0
264,447,team nova,flex,neon city,group stage,13.0,9.0,17.0,42.42,248.49,0.53,33.91,0.83,win,no,1.2941176470588236,-4.0,0
265,57,red vortex,igl,neon city,qualifier,17.0,3.0,7.0,46.45,256.45,0.15,51.73,1.0,win,no,2.857142857142857,10.0,0
266,311,titan esports,sniper,desert storm,semi-final,13.0,7.0,14.0,57.22,236.13,0.18,45.81,1.0,win,no,1.4285714285714286,-1.0,0
267,428,phantom squad,entry fragger,frozen base,final,14.0,6.0,12.0,45.39,243.07,0.26,42.09,0.88,win,no,1.6666666666666667,2.0,0
268,361,team alpha,sniper,skyline,final,15.0,12.0,10.0,39.36,227.29,0.2,49.68,0.79,win,no,2.7,5.0,0
269,344,red vortex,support,desert storm,group stage,19.0,9.0,8.0,44.76,203.62,0.34,57.98,1.0,win,no,3.5,11.0,0
270,226,red vortex,entry fragger,frozen base,playoff,15.0,7.0,14.0,47.89,220.68,0.77,39.24,0.75,win,no,1.5714285714285714,1.0,0
271,454,team alpha,sniper,desert storm,semi-final,10.0,3.0,9.0,40.83,172.58,0.04,34.02,1.0,win,no,1.4444444444444444,1.0,0
272,212,team alpha,flex,frozen base,final,16.0,9.0,8.0,33.61,185.47,0.76,42.2,0.64,win,no,3.125,8.0,0
273,474,red vortex,flex,neon city,group stage,12.0,9.0,10.0,55.96,171.01,0.08,50.18,1.0,win,no,2.1,2.0,0
274,86,red vortex,igl,dust arena,qualifier,16.0,11.0,12.0,46.56,237.16,0.47,49.58,0.93,win,no,2.25,4.0,0
275,163,red vortex,sniper,frozen base,qualifier,11.0,5.0,6.0,41.74,264.14,0.57,36.17,0.99,win,no,2.6666666666666665,5.0,0
276,239,cyberx,flex,skyline,final,20.0,12.0,12.0,43.21,239.48,0.06,61.01,1.0,win,yes,2.6666666666666665,8.0,1
277,452,team alpha,flex,skyline,final,14.0,12.0,13.0,36.33,283.5,0.74,37.77,0.85,win,no,2.0,1.0,0
278,455,cyberx,flex,desert storm,group stage,11.0,7.0,12.0,29.88,212.71,0.69,25.04,0.75,win,no,1.5,-1.0,0
279,102,team alpha,flex,neon city,semi-final,17.0,14.0,14.0,45.69,197.59,0.42,52.64,1.0,win,no,2.2142857142857144,3.0,0
280,248,team alpha,igl,dust arena,final,19.0,7.0,6.0,47.55,215.42,0.23,60.48,1.0,win,yes,4.333333333333333,13.0,1
281,262,team alpha,flex,neon city,qualifier,11.0,10.0,12.0,44.22,186.76,0.61,36.01,0.82,win,no,1.75,-1.0,0
282,40,titan esports,entry fragger,frozen base,semi-final,19.0,14.0,18.0,44.5,170.59,0.28,53.45,1.0,win,no,1.8333333333333333,1.0,0
283,267,cyberx,support,neon city,playoff,7.0,5.0,5.0,51.38,164.22,0.91,30.59,0.77,win,no,2.4,2.0,0
284,490,titan esports,support,dust arena,group stage,12.0,12.0,10.0,45.2,228.3,0.61,42.5,0.93,win,no,2.4,2.0,0
285,88,red vortex,igl,frozen base,final,13.0,10.0,7.0,46.31,285.89,0.45,47.66,0.98,win,no,3.2857142857142856,6.0,0
286,82,cyberx,support,skyline,final,20.0,9.0,7.0,48.77,163.37,0.53,61.09,1.0,win,yes,4.142857142857143,13.0,1
287,174,red vortex,igl,skyline,group stage,17.0,4.0,8.0,36.95,202.41,0.31,45.38,0.95,win,no,2.625,9.0,0
288,120,cyberx,igl,dust arena,group stage,14.0,7.0,11.0,47.91,235.26,0.03,47.66,0.93,win,no,1.9090909090909092,3.0,0
289,385,team alpha,sniper,desert storm,semi-final,20.0,5.0,11.0,41.94,199.59,0.24,52.57,0.98,win,no,2.272727272727273,9.0,0
290,176,titan esports,entry fragger,dust arena,final,17.0,8.0,10.0,34.08,223.05,0.36,45.44,0.96,win,no,2.5,7.0,0
291,224,team alpha,entry fragger,skyline,semi-final,17.0,3.0,8.0,38.9,251.09,0.81,40.35,0.86,win,no,2.5,9.0,0
292,349,phantom squad,flex,frozen base,playoff,18.0,10.0,11.0,30.7,200.38,0.23,48.05,0.98,win,no,2.5454545454545454,7.0,0
293,71,red vortex,sniper,desert storm,final,15.0,8.0,14.0,40.23,282.94,0.53,38.81,0.9,win,no,1.6428571428571428,1.0,0
294,450,red vortex,support,desert storm,qualifier,8.0,6.0,10.0,42.41,228.86,0.87,24.5,0.67,win,no,1.4,-2.0,0
295,440,cyberx,support,desert storm,semi-final,19.0,3.0,6.0,49.61,215.52,0.61,53.7,1.0,win,no,3.6666666666666665,13.0,0
296,442,team nova,igl,neon city,semi-final,12.0,7.0,21.0,51.56,234.62,0.65,29.28,0.9,win,no,0.9047619047619048,-9.0,0
297,267,team alpha,entry fragger,neon city,qualifier,10.0,8.0,9.0,46.6,238.27,0.31,39.2,0.82,win,no,2.0,1.0,0
298,182,titan esports,flex,desert storm,qualifier,15.0,7.0,15.0,45.35,195.92,0.67,37.97,0.87,win,no,1.4666666666666666,0.0,0
299,270,red vortex,entry fragger,skyline,qualifier,19.0,10.0,14.0,49.77,159.29,0.09,57.99,1.0,win,no,2.0714285714285716,5.0,0
300,66,cyberx,sniper,dust arena,semi-final,11.0,4.0,13.0,56.97,252.84,0.27,38.78,0.72,win,no,1.1538461538461537,-2.0,0
301,292,cyberx,entry fragger,neon city,qualifier,16.0,8.0,11.0,59.94,257.3,0.78,51.17,1.0,win,no,2.1818181818181817,5.0,0
302,426,titan esports,support,skyline,final,20.0,7.0,7.0,49.11,232.62,0.5,59.56,1.0,win,no,3.857142857142857,13.0,0
303,120,team alpha,flex,neon city,semi-final,21.0,10.0,8.0,32.33,232.39,0.92,50.96,1.0,win,no,3.875,13.0,0
304,454,cyberx,support,frozen base,semi-final,9.0,9.0,6.0,42.65,260.76,0.14,40.93,0.87,win,no,3.0,3.0,0
305,191,phantom squad,igl,frozen base,final,10.0,7.0,12.0,33.9,242.92,0.04,31.55,0.91,win,no,1.4166666666666667,-2.0,0
306,265,cyberx,support,dust arena,semi-final,16.0,12.0,11.0,44.12,165.37,0.76,47.46,0.91,win,no,2.5454545454545454,5.0,0
307,46,phantom squad,support,desert storm,group stage,22.0,7.0,12.0,56.6,177.22,0.15,65.8,1.0,win,yes,2.4166666666666665,10.0,1
308,74,red vortex,entry fragger,skyline,final,17.0,4.0,7.0,50.24,226.67,0.92,46.92,0.98,win,no,3.0,10.0,0
309,49,team nova,sniper,desert storm,qualifier,15.0,6.0,13.0,42.97,200.11,0.98,34.69,0.73,win,no,1.6153846153846154,2.0,0
310,89,team nova,flex,skyline,semi-final,19.0,3.0,16.0,59.56,214.35,0.71,47.68,1.0,win,no,1.375,3.0,0
311,154,team alpha,igl,frozen base,playoff,18.0,10.0,14.0,58.08,259.35,0.42,56.84,1.0,win,no,2.0,4.0,0
312,463,team nova,support,dust arena,qualifier,18.0,8.0,9.0,39.64,219.5,0.72,47.62,0.97,win,no,2.888888888888889,9.0,0
313,440,red vortex,support,neon city,qualifier,14.0,8.0,14.0,39.57,132.57,0.2,39.78,0.75,win,no,1.5714285714285714,0.0,0
314,90,team alpha,sniper,dust arena,semi-final,15.0,12.0,11.0,55.52,210.54,0.1,57.76,0.98,win,no,2.4545454545454546,4.0,0
315,425,cyberx,sniper,neon city,playoff,16.0,8.0,8.0,48.84,188.35,0.25,53.92,1.0,win,no,3.0,8.0,0
316,38,phantom squad,igl,frozen base,playoff,17.0,8.0,7.0,50.86,176.69,0.02,60.23,1.0,win,yes,3.5714285714285716,10.0,1
317,146,team nova,igl,dust arena,group stage,13.0,4.0,13.0,46.01,205.93,0.31,36.9,1.0,win,no,1.3076923076923077,0.0,0
318,106,team nova,support,dust arena,group stage,19.0,13.0,17.0,40.0,223.79,0.58,48.2,0.86,win,no,1.8823529411764706,2.0,0
319,491,titan esports,sniper,neon city,playoff,17.0,3.0,10.0,46.68,205.35,0.5,45.34,0.94,win,no,2.0,7.0,0
320,105,titan esports,entry fragger,neon city,qualifier,10.0,7.0,10.0,57.71,203.38,0.55,40.36,0.94,win,no,1.7,0.0,0
321,106,red vortex,sniper,skyline,semi-final,15.0,7.0,12.0,33.02,258.43,0.79,33.61,0.9,win,no,1.8333333333333333,3.0,0
322,171,red vortex,flex,frozen base,group stage,12.0,8.0,5.0,34.88,239.37,0.54,39.04,0.89,win,no,4.0,7.0,0
323,60,phantom squad,support,skyline,qualifier,14.0,11.0,8.0,37.92,204.38,0.46,45.36,1.0,win,no,3.125,6.0,0
324,235,titan esports,igl,frozen base,playoff,16.0,9.0,9.0,29.41,242.69,0.2,44.7,0.76,win,no,2.7777777777777777,7.0,0
325,259,red vortex,igl,neon city,group stage,18.0,8.0,10.0,44.5,227.24,0.92,47.05,0.8,win,no,2.6,8.0,0
326,345,red vortex,flex,frozen base,qualifier,17.0,5.0,13.0,47.66,195.69,0.28,47.03,0.92,win,no,1.6923076923076923,4.0,0
327,130,phantom squad,flex,skyline,semi-final,13.0,3.0,11.0,27.57,204.12,0.11,30.68,0.84,win,no,1.4545454545454546,2.0,0
328,270,red vortex,entry fragger,frozen base,semi-final,11.0,6.0,7.0,48.14,246.12,0.14,43.67,1.0,win,no,2.4285714285714284,4.0,0
329,67,team nova,support,frozen base,final,19.0,7.0,6.0,40.73,224.53,0.84,50.96,1.0,win,no,4.333333333333333,13.0,0
330,497,red vortex,flex,frozen base,group stage,16.0,6.0,8.0,55.88,233.35,0.64,51.54,0.94,win,no,2.75,8.0,0
331,112,cyberx,sniper,dust arena,qualifier,17.0,8.0,17.0,36.9,169.38,0.05,42.95,0.82,win,no,1.4705882352941178,0.0,0
332,373,team alpha,entry fragger,skyline,qualifier,14.0,8.0,9.0,44.92,193.12,0.99,39.56,0.93,win,no,2.4444444444444446,5.0,0
333,396,cyberx,igl,dust arena,qualifier,18.0,12.0,12.0,35.9,230.93,0.8,45.95,0.91,win,no,2.5,6.0,0
334,141,team nova,entry fragger,desert storm,group stage,15.0,7.0,6.0,46.91,220.09,0.98,44.66,1.0,win,no,3.6666666666666665,9.0,0
335,147,team nova,sniper,neon city,final,9.0,8.0,14.0,46.92,257.59,0.76,27.86,0.69,win,no,1.2142857142857142,-5.0,0
336,462,team alpha,support,neon city,final,16.0,10.0,12.0,50.36,211.17,0.49,50.28,1.0,win,no,2.1666666666666665,4.0,0
337,468,team alpha,support,frozen base,semi-final,18.0,9.0,16.0,59.86,249.12,0.03,58.63,1.0,win,no,1.6875,2.0,0
338,375,team alpha,sniper,skyline,final,15.0,5.0,10.0,64.14,244.24,0.17,55.37,0.97,win,no,2.0,5.0,0
339,34,team nova,igl,dust arena,qualifier,11.0,7.0,12.0,40.56,220.66,0.57,31.58,0.61,win,no,1.5,-1.0,0
340,10,cyberx,sniper,desert storm,semi-final,23.0,6.0,6.0,61.34,234.73,0.34,73.27,1.0,win,yes,4.833333333333333,17.0,1
341,275,team alpha,support,neon city,final,22.0,8.0,7.0,52.33,281.72,0.74,63.76,1.0,win,yes,4.285714285714286,15.0,1
342,134,titan esports,sniper,neon city,playoff,9.0,12.0,15.0,31.46,223.88,0.94,21.33,0.51,loss,no,1.4,-6.0,0
343,101,team alpha,sniper,neon city,qualifier,6.0,10.0,8.0,38.82,246.69,0.59,27.51,0.8,win,no,2.0,-2.0,0
344,352,team alpha,support,desert storm,group stage,20.0,7.0,12.0,45.81,248.69,0.97,48.2,1.0,win,no,2.25,8.0,0
345,487,team nova,igl,neon city,group stage,15.0,9.0,8.0,47.5,223.89,0.27,52.05,0.94,win,no,3.0,7.0,0
346,380,team alpha,support,desert storm,group stage,22.0,11.0,11.0,45.54,218.8,0.95,57.27,0.93,win,no,3.0,11.0,0
347,411,team nova,igl,neon city,group stage,14.0,8.0,7.0,42.81,219.57,0.08,49.61,1.0,win,no,3.142857142857143,7.0,0
348,484,cyberx,support,frozen base,final,21.0,10.0,7.0,50.33,202.78,0.07,69.46,1.0,win,yes,4.428571428571429,14.0,1
349,354,titan esports,sniper,dust arena,group stage,19.0,5.0,7.0,44.18,249.7,0.61,51.99,1.0,win,no,3.4285714285714284,12.0,0
350,48,red vortex,entry fragger,skyline,group stage,26.0,6.0,10.0,40.77,193.56,0.05,67.89,1.0,win,yes,3.2,16.0,1
351,28,team nova,support,frozen base,final,12.0,8.0,14.0,48.68,226.8,0.27,39.64,1.0,win,no,1.4285714285714286,-2.0,0
352,266,cyberx,entry fragger,neon city,semi-final,18.0,7.0,9.0,29.36,194.61,0.12,47.48,1.0,win,no,2.7777777777777777,9.0,0
353,79,titan esports,entry fragger,desert storm,final,16.0,8.0,7.0,47.33,204.79,0.2,54.66,1.0,win,no,3.4285714285714284,9.0,0
354,487,team alpha,support,skyline,semi-final,18.0,10.0,12.0,26.36,178.07,0.91,38.08,1.0,win,no,2.3333333333333335,6.0,0
355,401,team nova,flex,skyline,semi-final,16.0,13.0,6.0,32.78,204.9,0.32,52.19,0.98,win,no,4.833333333333333,10.0,0
356,4,titan esports,entry fragger,skyline,qualifier,16.0,8.0,13.0,39.09,230.83,0.25,44.05,1.0,win,no,1.8461538461538463,3.0,0
357,33,titan esports,support,skyline,semi-final,16.0,6.0,8.0,50.42,187.61,0.8,47.21,1.0,win,no,2.75,8.0,0
358,430,red vortex,entry fragger,desert storm,group stage,17.0,12.0,7.0,48.33,228.52,0.42,58.96,1.0,win,no,4.142857142857143,10.0,0
359,309,titan esports,entry fragger,skyline,semi-final,9.0,7.0,8.0,32.92,213.38,0.93,24.16,0.64,win,no,2.0,1.0,0
360,104,team alpha,flex,skyline,playoff,23.0,9.0,10.0,41.39,256.76,0.57,59.99,1.0,win,no,3.2,13.0,0
361,486,phantom squad,entry fragger,dust arena,group stage,12.0,8.0,14.0,42.98,183.88,0.29,36.59,0.83,win,no,1.4285714285714286,-2.0,0
362,291,phantom squad,support,dust arena,playoff,13.0,13.0,18.0,58.4,221.86,0.06,49.6,0.9,win,no,1.4444444444444444,-5.0,0
363,440,phantom squad,flex,neon city,qualifier,9.0,8.0,10.0,48.45,242.19,0.48,35.43,0.9,win,no,1.7,-1.0,0
364,93,team alpha,igl,frozen base,semi-final,26.0,9.0,6.0,45.15,187.65,0.97,67.88,1.0,win,yes,5.833333333333333,20.0,1
365,309,phantom squad,entry fragger,skyline,playoff,21.0,6.0,4.0,53.74,175.71,0.28,68.07,1.0,win,yes,6.75,17.0,1
366,427,titan esports,flex,dust arena,semi-final,24.0,7.0,11.0,50.86,213.84,0.19,67.53,1.0,win,yes,2.8181818181818183,13.0,1
367,193,cyberx,sniper,neon city,group stage,11.0,9.0,10.0,43.63,147.81,0.9,33.81,0.76,win,no,2.0,1.0,0
368,220,phantom squad,flex,skyline,semi-final,12.0,3.0,7.0,30.81,218.29,0.42,31.21,0.93,win,no,2.142857142857143,5.0,0
369,108,team alpha,support,frozen base,final,11.0,7.0,11.0,44.19,205.53,0.65,33.59,0.93,win,no,1.6363636363636365,0.0,0
370,19,red vortex,igl,frozen base,semi-final,13.0,11.0,11.0,56.2,208.8,0.88,45.3,0.9,win,no,2.1818181818181817,2.0,0
371,15,cyberx,support,skyline,playoff,15.0,7.0,11.0,56.26,183.74,0.47,49.43,1.0,win,no,2.0,4.0,0
372,174,cyberx,entry fragger,dust arena,semi-final,7.0,10.0,8.0,34.79,183.42,0.03,33.09,0.82,win,no,2.125,-1.0,0
373,340,phantom squad,flex,desert storm,qualifier,23.0,8.0,7.0,39.52,256.72,0.38,62.96,1.0,win,yes,4.428571428571429,16.0,1
374,239,phantom squad,sniper,frozen base,playoff,12.0,6.0,12.0,39.71,233.84,0.49,32.96,0.96,win,no,1.5,0.0,0
375,133,titan esports,sniper,dust arena,semi-final,14.0,11.0,11.0,43.62,239.16,0.73,42.51,1.0,win,no,2.272727272727273,3.0,0
376,16,red vortex,igl,neon city,group stage,15.0,11.0,11.0,44.71,183.48,0.18,50.56,1.0,win,no,2.3636363636363638,4.0,0
377,363,team nova,sniper,desert storm,group stage,13.0,8.0,13.0,62.51,212.99,0.02,52.05,1.0,win,no,1.6153846153846154,0.0,0
378,175,titan esports,flex,desert storm,qualifier,13.0,7.0,8.0,57.32,213.58,0.72,46.46,1.0,win,no,2.5,5.0,0
379,401,cyberx,igl,neon city,playoff,22.0,8.0,10.0,40.91,143.39,0.07,61.75,1.0,win,yes,3.0,12.0,1
380,224,team nova,support,skyline,playoff,23.0,10.0,13.0,35.53,224.54,0.75,53.27,1.0,win,no,2.5384615384615383,10.0,0
381,191,red vortex,igl,skyline,semi-final,11.0,11.0,9.0,53.58,250.37,0.05,50.29,0.99,win,no,2.4444444444444446,2.0,0
382,27,team alpha,sniper,skyline,final,12.0,10.0,9.0,54.03,198.18,0.92,42.81,1.0,win,no,2.4444444444444446,3.0,0
383,316,team nova,support,neon city,group stage,16.0,9.0,9.0,36.94,221.43,0.93,41.17,0.85,win,no,2.7777777777777777,7.0,0
384,178,phantom squad,support,desert storm,semi-final,14.0,8.0,17.0,39.1,208.0,0.9,29.55,0.72,win,no,1.2941176470588236,-3.0,0
385,108,team alpha,flex,frozen base,semi-final,14.0,8.0,6.0,51.85,231.94,0.16,54.32,1.0,win,no,3.6666666666666665,8.0,0
386,170,cyberx,entry fragger,neon city,group stage,21.0,5.0,9.0,47.56,237.02,0.0,61.78,1.0,win,yes,2.888888888888889,12.0,1
387,454,cyberx,entry fragger,desert storm,playoff,19.0,7.0,9.0,40.41,211.57,0.76,48.6,1.0,win,no,2.888888888888889,10.0,0
388,478,cyberx,flex,frozen base,final,7.0,9.0,10.0,60.6,151.92,0.64,36.9,0.85,win,no,1.6,-3.0,0
